Monthly data for requested period 1800 to 2014 - annual values have been calculated using the functions:average [mean daily maximum temperature in degrees C, mean daily minimum temperature in degrees C]highest [highest monthly temperature in degrees C]lowest [lowest monthly temperature in degrees C]#
dx,Station Number,Element description,Year(s),January,February,March,April,May,June,July,August,September,October,November,December,Annual,Quality control field,#
dx, 79042,Highest monthly temperature in degrees C                                                                                                                                                                ,1965     ,     38.9,     40.0,     38.9,     23.9,     23.9,     17.2,     15.6,     20.6,     28.3,     33.3,     35.0,     38.9,     40.0,QC,#
dx, 79042,Highest monthly temperature in degrees C                                                                                                                                                                ,1966     ,     39.4,     35.6,     38.0,     31.1,     21.7,     16.7,     16.1,     20.6,     23.9,     28.9,     39.4,     38.9,     39.4,QC,#
dx, 79042,Highest monthly temperature in degrees C                                                                                                                                                                ,1967     ,     36.7,     41.7,     32.8,     32.8,     25.6,     19.4,     16.7,     17.8,     23.3,     31.1,     36.1,     36.1,     41.7,QC,#
dx, 79042,Highest monthly temperature in degrees C                                                                                                                                                                ,1968     ,     44.0,     41.1,     37.2,     32.2,     18.4,     16.1,     14.9,     20.0,     23.3,     30.0,     33.3,     37.7,     44.0,QC,#
dx, 79042,Highest monthly temperature in degrees C                                                                                                                                                                ,1969     ,     40.6,     37.2,     33.3,     32.2,     20.6,         ,         ,         ,         ,         ,         ,         ,         ,QC,#
dx, 79042,Lowest monthly temperature in degrees C                                                                                                                                                                 ,1965     ,      7.2,      9.4,      2.8,      4.4,      3.3,      0.0,      0.6,      0.0,      2.2,      1.1,      3.3,      7.2,      0.0,QC,#
dx, 79042,Lowest monthly temperature in degrees C                                                                                                                                                                 ,1966     ,      8.9,      9.4,      6.7,      3.3,      3.3,     -2.2,     -0.6,      0.6,      1.7,      2.8,      3.3,      6.1,     -2.2,QC,#
dx, 79042,Lowest monthly temperature in degrees C                                                                                                                                                                 ,1967     ,      5.6,      8.9,      5.6,      3.2,      1.7,      1.7,      1.7,      0.6,      3.3,      1.1,      5.6,      5.1,      0.6,QC,#
dx, 79042,Lowest monthly temperature in degrees C                                                                                                                                                                 ,1968     ,      7.8,         ,         ,      6.0,      2.2,      1.8,     -0.3,      0.6,      2.4,      0.6,      5.0,      5.1,         ,QC,#
dx, 79042,Lowest monthly temperature in degrees C                                                                                                                                                                 ,1969     ,      8.9,     10.0,      7.2,      2.8,      1.7,         ,         ,         ,         ,         ,         ,         ,         ,QC,#
dx, 79042,Mean daily maximum temperature in degrees C                                                                                                                                                             ,1903     ,     26.4,     25.7,     25.2,     18.9,     14.3,     11.1,     11.0,     12.6,     15.1,     19.5,     22.6,     22.5,     18.7,QC,#
dx, 79042,Mean daily maximum temperature in degrees C                                                                                                                                                             ,1904     ,     24.2,     24.7,     21.6,     22.6,     16.1,     13.8,     11.7,     12.2,     14.9,     19.8,     23.7,     26.7,     19.3,QC,#
dx, 79042,Mean daily maximum temperature in degrees C                                                                                                                                                             ,1905     ,     30.1,     24.4,     24.3,     19.1,     16.1,     12.1,     12.5,     12.8,     13.2,     15.0,     21.4,     26.2,     18.9,QC,#
dx, 79042,Mean daily maximum temperature in degrees C                                                                                                                                                             ,1906     ,     30.7,     32.1,     23.1,     20.4,     15.3,     14.3,     13.4,     12.8,     15.4,     19.3,     20.2,     25.3,     20.2,QC,#
dx, 79042,Mean daily maximum temperature in degrees C                                                                                                                                                             ,1907     ,     27.9,     28.0,     23.7,     19.6,     17.2,     12.6,     13.6,     14.7,     16.5,     19.7,     24.3,     27.1,     20.4,QC,#
dx, 79042,Mean daily maximum temperature in degrees C                                                                                                                                                             ,1908     ,     33.6,     29.3,     23.4,     19.9,     14.7,     10.8,     10.6,     11.6,     14.4,     20.8,     28.4,     27.6,     20.4,QC,#
dx, 79042,Mean daily maximum temperature in degrees C                                                                                                                                                             ,1909     ,     26.4,     26.6,     23.3,     16.4,     13.5,     11.4,     11.1,     11.6,     15.4,     19.7,     22.9,     25.2,     18.6,QC,#
dx, 79042,Mean daily maximum temperature in degrees C                                                                                                                                                             ,1910     ,     29.9,     29.7,     24.3,     21.3,     15.4,     12.6,     11.6,     14.0,     15.8,     17.2,     23.2,     23.8,     19.9,QC,#
dx, 79042,Mean daily maximum temperature in degrees C                                                                                                                                                             ,1911     ,     28.2,     24.1,     21.6,     17.7,     15.8,     10.8,     11.3,     14.9,     16.4,     18.3,     26.8,     23.7,     19.1,QC,#
dx, 79042,Mean daily maximum temperature in degrees C                                                                                                                                                             ,1912     ,     28.2,     30.3,     25.2,     17.5,     16.2,     12.6,     10.9,     12.8,     15.0,     19.8,     20.4,     24.7,     19.5,QC,#
dx, 79042,Mean daily maximum temperature in degrees C                                                                                                                                                             ,1913     ,     27.3,     28.4,     22.3,     21.8,     14.8,     12.8,     12.7,     13.6,     15.7,     19.8,     21.7,     28.7,     20.0,QC,#
dx, 79042,Mean daily maximum temperature in degrees C                                                                                                                                                             ,1914     ,     28.6,     31.5,     26.7,     20.7,     15.8,     13.2,     11.8,     15.6,     18.1,     25.8,     27.4,     28.1,     21.9,QC,#
dx, 79042,Mean daily maximum temperature in degrees C                                                                                                                                                             ,1915     ,     28.8,     29.5,     24.8,     19.2,     14.6,     12.6,     12.8,     13.6,     16.3,     17.7,     22.6,     27.4,     20.0,QC,#
dx, 79042,Mean daily maximum temperature in degrees C                                                                                                                                                             ,1916     ,     29.8,     28.1,     26.2,     19.2,     16.3,     12.1,     11.5,     12.3,     17.8,     18.7,     20.1,     26.6,     19.9,QC,#
dx, 79042,Mean daily maximum temperature in degrees C                                                                                                                                                             ,1917     ,     29.4,     25.8,     23.7,     18.5,     13.6,     11.7,     12.3,     11.7,     16.2,     18.3,     23.2,     28.8,     19.4,QC,#
dx, 79042,Mean daily maximum temperature in degrees C                                                                                                                                                             ,1918     ,     31.1,     27.2,     25.3,     19.2,     15.2,     12.5,     10.8,     13.7,     17.7,     19.1,     22.8,     27.7,     20.2,QC,#
dx, 79042,Mean daily maximum temperature in degrees C                                                                                                                                                             ,1919     ,     29.3,     29.6,     22.6,     22.7,     16.1,     12.7,     11.3,     13.9,     18.6,     21.3,     25.9,     28.9,     21.1,QC,#
dx, 79042,Mean daily maximum temperature in degrees C                                                                                                                                                             ,1920     ,     26.9,     31.0,     24.2,     19.9,     14.4,     11.7,     12.1,     12.8,     15.9,     20.7,     23.6,     27.6,     20.1,QC,#
dx, 79042,Mean daily maximum temperature in degrees C                                                                                                                                                             ,1921     ,     28.6,     30.1,     26.3,     20.9,     18.0,     13.1,     13.2,     13.3,     17.1,     19.7,     24.7,     24.4,     20.8,QC,#
dx, 79042,Mean daily maximum temperature in degrees C                                                                                                                                                             ,1922     ,     26.2,     29.1,     25.2,     20.3,     15.9,     13.1,     12.3,     12.9,     15.4,     19.5,     24.6,     25.8,     20.0,QC,#
dx, 79042,Mean daily maximum temperature in degrees C                                                                                                                                                             ,1923     ,     26.3,     29.0,     25.6,     24.5,     16.2,     12.3,     12.1,     13.3,     15.2,     17.7,     20.9,     25.8,     19.9,QC,#
dx, 79042,Mean daily maximum temperature in degrees C                                                                                                                                                             ,1925     ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,     26.7,         ,QC,#
dx, 79042,Mean daily maximum temperature in degrees C                                                                                                                                                             ,1926     ,     26.9,     28.7,     26.9,     20.2,     14.6,     12.7,     13.2,     13.7,     17.8,     19.5,     23.6,     26.3,     20.3,QC,#
dx, 79042,Mean daily maximum temperature in degrees C                                                                                                                                                             ,1927     ,     29.2,     28.2,     24.3,     19.0,     15.1,     12.1,     11.6,     13.3,     17.4,     22.5,     27.2,     27.8,     20.6,QC,#
dx, 79042,Mean daily maximum temperature in degrees C                                                                                                                                                             ,1928     ,     26.5,     26.7,     26.3,     21.3,     15.3,     12.2,     12.8,     15.6,     18.8,     17.0,     24.0,     29.4,     20.5,QC,#
dx, 79042,Mean daily maximum temperature in degrees C                                                                                                                                                             ,1929     ,     27.3,     31.2,     24.7,     19.7,     16.4,     12.6,     10.9,     14.2,     18.0,     21.2,     22.6,     27.8,     20.6,QC,#
dx, 79042,Mean daily maximum temperature in degrees C                                                                                                                                                             ,1930     ,     30.0,     31.8,     27.4,     20.7,     16.9,     13.8,     13.7,     13.9,     16.8,     21.2,     23.5,     26.6,     21.4,QC,#
dx, 79042,Mean daily maximum temperature in degrees C                                                                                                                                                             ,1931     ,     25.4,     28.3,     23.4,     18.1,     14.9,     11.2,     11.1,     12.4,     15.6,     19.6,     22.6,     28.1,     19.2,QC,#
dx, 79042,Mean daily maximum temperature in degrees C                                                                                                                                                             ,1932     ,     30.8,     23.4,     23.5,     17.9,     15.7,     11.8,     11.1,     12.9,     18.0,     17.6,     24.6,     24.7,     19.3,QC,#
dx, 79042,Mean daily maximum temperature in degrees C                                                                                                                                                             ,1933     ,     26.2,     28.2,     25.1,     20.9,     16.2,     13.2,     12.9,     12.5,     15.8,     21.8,     24.4,     25.8,     20.3,QC,#
