Monthly data for requested period 1800 to 2014 - annual values have been calculated using the functions:average [mean daily maximum temperature in degrees C, mean daily minimum temperature in degrees C]highest [highest monthly temperature in degrees C]lowest [lowest monthly temperature in degrees C]#
dx,Station Number,Element description,Year(s),January,February,March,April,May,June,July,August,September,October,November,December,Annual,Quality control field,#
dx, 94069,Highest monthly temperature in degrees C                                                                                                                                                                ,1957     ,     35.6,     33.3,     30.6,     23.3,     22.8,     20.6,     16.1,     18.2,     22.4,     27.8,     23.9,     30.5,     35.6,QC,#
dx, 94069,Highest monthly temperature in degrees C                                                                                                                                                                ,1958     ,     32.8,     32.2,     29.6,     28.7,     21.7,     19.8,     14.6,     16.4,     18.8,     26.1,     29.6,     31.7,     32.8,QC,#
dx, 94069,Highest monthly temperature in degrees C                                                                                                                                                                ,1959     ,     40.4,     34.4,     30.1,     26.4,     19.7,     17.7,     15.8,     18.4,     23.6,     23.7,     32.6,     26.2,     40.4,QC,#
dx, 94069,Highest monthly temperature in degrees C                                                                                                                                                                ,1960     ,     38.6,     32.4,     32.9,     26.7,     18.6,     15.8,     16.9,     17.0,     19.7,     23.8,     25.9,     35.4,     38.6,QC,#
dx, 94069,Highest monthly temperature in degrees C                                                                                                                                                                ,1961     ,     35.4,     30.1,     31.8,     25.4,     18.9,     17.9,     15.4,     17.1,     28.6,     28.9,     30.3,     33.3,     35.4,QC,#
dx, 94069,Highest monthly temperature in degrees C                                                                                                                                                                ,1962     ,     37.8,     31.1,     30.3,     27.4,     18.7,     19.1,     17.2,     18.1,     20.4,     22.2,     28.0,     33.6,     37.8,QC,#
dx, 94069,Highest monthly temperature in degrees C                                                                                                                                                                ,1963     ,     32.0,     29.0,     28.2,     22.9,     20.0,     17.0,     14.3,     16.7,     25.4,     29.7,     31.4,     33.8,     33.8,QC,#
dx, 94069,Highest monthly temperature in degrees C                                                                                                                                                                ,1964     ,     30.8,     30.3,     26.3,     22.5,     20.4,     16.6,     17.6,     17.3,     20.7,     24.6,     28.3,     25.8,     30.8,QC,#
dx, 94069,Highest monthly temperature in degrees C                                                                                                                                                                ,1965     ,     36.5,     32.2,     33.6,     20.2,     19.7,     18.3,     15.3,     21.1,     20.3,     27.3,     30.8,     36.6,     36.6,QC,#
dx, 94069,Highest monthly temperature in degrees C                                                                                                                                                                ,1966     ,     32.0,     29.2,     37.3,     28.3,     19.6,     15.4,     16.2,     17.3,     22.7,     27.7,     36.6,     30.8,     37.3,QC,#
