Monthly data for requested period 1800 to 2014 - annual values have been calculated using the functions:average [mean daily maximum temperature in degrees C, mean daily minimum temperature in degrees C]highest [highest monthly temperature in degrees C]lowest [lowest monthly temperature in degrees C]#
dx,Station Number,Element description,Year(s),January,February,March,April,May,June,July,August,September,October,November,December,Annual,Quality control field,#
dx,  8251,Highest monthly temperature in degrees C                                                                                                                                                                ,1970     ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,     38.2,     38.3,         ,QC,#
dx,  8251,Highest monthly temperature in degrees C                                                                                                                                                                ,1971     ,     41.1,     43.3,     40.9,     36.7,     29.7,     24.6,     23.9,     28.4,     25.0,     32.9,     35.7,     40.6,     43.3,QC,#
dx,  8251,Highest monthly temperature in degrees C                                                                                                                                                                ,1972     ,     39.0,     42.8,     42.3,     36.4,     33.9,     28.9,     23.6,     25.7,     30.2,     37.1,     36.3,     42.3,     42.8,QC,#
dx,  8251,Highest monthly temperature in degrees C                                                                                                                                                                ,1973     ,     44.1,     39.3,     41.8,     32.3,     29.0,     23.1,     22.1,         ,     28.8,     34.8,     38.3,     41.3,         ,QC,#
dx,  8251,Highest monthly temperature in degrees C                                                                                                                                                                ,1974     ,     43.5,     39.8,     41.5,     34.3,     28.3,     24.3,         ,     27.0,     29.5,     29.6,     34.9,     43.0,         ,QC,#
dx,  8251,Highest monthly temperature in degrees C                                                                                                                                                                ,1975     ,     41.0,     43.5,     37.0,     32.1,     28.4,     29.5,     25.6,     24.6,     32.3,     31.6,     35.5,     40.6,     43.5,QC,#
dx,  8251,Highest monthly temperature in degrees C                                                                                                                                                                ,1976     ,     40.7,     44.2,     41.6,     36.5,     33.8,     27.2,     27.4,     27.0,     30.7,     34.9,     35.7,     42.6,     44.2,QC,#
dx,  8251,Highest monthly temperature in degrees C                                                                                                                                                                ,1977     ,     44.6,     43.1,     42.3,     36.0,     28.7,     27.7,     29.6,     26.7,     32.4,     34.3,     38.1,     40.5,     44.6,QC,#
dx,  8251,Highest monthly temperature in degrees C                                                                                                                                                                ,1978     ,     43.5,     40.1,     41.1,     37.3,     33.6,     24.6,     22.4,     27.1,         ,     36.5,     39.1,     42.2,         ,QC,#
dx,  8251,Highest monthly temperature in degrees C                                                                                                                                                                ,1979     ,     44.8,     42.7,     43.4,     33.5,     29.8,     26.4,     26.1,     26.4,     31.6,     41.2,     32.9,     43.4,     44.8,QC,#
dx,  8251,Highest monthly temperature in degrees C                                                                                                                                                                ,1980     ,     43.1,     42.6,     43.1,     36.2,     33.6,     23.4,     24.8,     28.2,     31.4,     37.5,     30.6,     40.2,     43.1,QC,#
dx,  8251,Highest monthly temperature in degrees C                                                                                                                                                                ,1981     ,     46.1,     41.8,     40.2,     37.4,     33.7,     23.9,     23.7,     30.4,     31.6,     34.7,     34.1,     40.6,     46.1,QC,#
dx,  8251,Highest monthly temperature in degrees C                                                                                                                                                                ,1982     ,     42.0,     41.6,     37.4,     36.3,     30.3,     27.4,     25.8,     27.6,     33.5,     36.1,     40.2,     41.2,     42.0,QC,#
