Monthly data for requested period 1800 to 2014 - annual values have been calculated using the functions:average [mean daily maximum temperature in degrees C, mean daily minimum temperature in degrees C]highest [highest monthly temperature in degrees C]lowest [lowest monthly temperature in degrees C]#
dx,Station Number,Element description,Year(s),January,February,March,April,May,June,July,August,September,October,November,December,Annual,Quality control field,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,1957     ,     45.0,     39.4,     40.0,     40.0,     33.3,     27.8,     21.7,     30.0,     34.4,     39.4,     41.1,     42.2,     45.0,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,1958     ,     44.4,     42.8,     39.4,     37.8,     32.2,     28.3,     23.3,     27.2,     27.8,     38.3,     38.3,     41.1,     44.4,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,1959     ,     43.9,     41.1,     42.2,     37.8,     33.3,     26.7,     27.2,     29.4,     32.2,     37.2,     43.3,     40.0,     43.9,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,1960     ,     43.9,     38.3,     38.3,     33.9,     25.6,     25.0,     27.8,     28.3,     32.2,     40.0,     40.0,     41.1,     43.9,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,1961     ,     43.3,     41.1,     42.2,     34.4,     30.6,     29.4,     24.4,     28.9,     36.7,     38.9,     39.4,     44.4,     44.4,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,1962     ,     43.9,     41.1,     38.3,     37.2,     30.0,     30.0,     25.6,     32.8,     33.3,     37.2,     42.2,     42.2,     43.9,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,1963     ,     43.9,     42.7,     39.8,     34.4,     29.4,     22.8,     24.4,     26.7,     33.3,     36.9,     41.3,     41.8,     43.9,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,1964     ,     42.2,     40.6,     42.2,     37.3,     30.0,     26.1,     27.8,     28.8,     33.9,     37.8,     39.0,     42.2,     42.2,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,1965     ,     43.9,     44.9,     42.7,     38.4,     32.8,     27.9,     26.1,     29.8,     34.6,     40.0,     41.0,     40.6,     44.9,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,1966     ,     43.3,     42.3,     42.3,     38.3,     29.4,     25.7,     23.3,     24.6,     30.8,     34.4,     40.6,     42.2,     43.3,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,1967     ,     45.0,     41.7,     36.9,         ,     31.9,     25.7,     27.8,     32.3,     36.7,     40.0,     41.4,     39.9,         ,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,1968     ,     44.4,     43.3,     40.6,     37.2,     27.2,     27.2,     26.7,     25.0,     31.1,     36.7,     43.2,         ,         ,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,1969     ,     44.4,     41.1,     40.0,         ,     35.0,     32.2,     28.9,     31.1,         ,     37.9,     41.7,     42.6,         ,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,1970     ,         ,         ,         ,         ,         ,         ,         ,         ,     32.8,     37.2,     39.4,     44.1,         ,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,1971     ,     43.9,     41.7,     42.1,     36.1,     30.6,     21.9,     25.1,     25.8,     32.2,     36.7,     40.0,     41.1,     43.9,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,1972     ,     42.6,     40.7,     39.0,     37.4,     31.7,     27.2,     21.7,     30.2,     33.5,     38.0,     39.5,     44.0,     44.0,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,1973     ,     45.5,     42.0,     42.0,     33.0,     30.2,     21.5,     24.5,     26.5,     35.0,     36.5,     41.1,     40.4,     45.5,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,1974     ,     40.3,     38.6,     39.0,     32.2,     28.1,     26.7,     24.8,     26.7,     34.0,     36.7,     39.2,     40.1,     40.3,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,1975     ,         ,     42.5,     39.0,     34.5,     32.6,     26.2,     26.5,     28.0,     31.7,     33.1,     41.6,     41.7,         ,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,1976     ,     43.2,     42.0,     38.2,     37.2,     31.4,     27.5,     27.4,     29.1,     33.0,     37.7,     37.8,     43.7,     43.7,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,1977     ,     45.5,     44.6,     40.5,     36.3,     33.5,     26.5,     26.9,     31.9,         ,     38.3,     40.3,     41.6,         ,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,1978     ,     44.0,     39.4,     40.6,     35.5,     33.0,     26.5,     24.5,     25.9,     29.7,     37.9,     39.6,     43.5,     44.0,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,1979     ,     43.9,     44.5,     40.1,     38.5,     26.5,     26.2,         ,     27.5,     31.0,     37.5,     42.4,     43.0,         ,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,1980     ,     44.5,     43.9,     41.5,     37.9,     31.8,     24.0,     24.0,     31.5,     37.5,     38.0,     40.2,     44.5,     44.5,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,1981     ,     44.3,     41.5,     38.0,     37.6,     31.7,     22.4,     26.7,     30.0,     37.4,     38.6,     39.0,     44.0,     44.3,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,1982     ,     44.3,     44.2,     38.5,     36.6,         ,         ,     24.9,     30.5,     31.9,     37.7,     42.4,     42.0,         ,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,1983     ,     45.0,     43.5,     41.7,     35.5,     32.7,     25.6,     26.0,     30.5,     37.5,     40.9,     40.7,     41.6,     45.0,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,1984     ,     42.5,     44.0,     39.9,     36.5,     28.9,     26.4,     24.0,     30.7,     29.5,         ,     42.3,     42.1,         ,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,1985     ,     45.5,     42.7,     44.0,     38.7,     33.0,     27.8,     27.4,     29.2,     33.5,     37.8,     42.8,         ,         ,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,1986     ,     43.5,     44.0,     42.6,     37.1,     32.5,     24.2,     21.4,     26.4,     32.8,     37.5,     42.7,     44.6,     44.6,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,1987     ,     44.2,     41.6,     39.7,     39.6,     28.5,     24.8,     25.8,     28.7,     34.8,     37.6,         ,     42.6,         ,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,1988     ,     43.8,     43.7,     43.4,     33.9,     27.4,         ,     27.0,     29.4,     33.5,     41.2,     37.8,     43.0,         ,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,1989     ,     43.9,     42.0,     43.0,     37.6,     28.5,     22.9,     25.9,     28.6,     32.8,     36.7,     40.0,     43.0,     43.9,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,1990     ,     46.9,         ,     43.3,     37.5,     37.2,     25.7,     24.9,     27.0,     33.9,     38.2,     42.5,     46.9,         ,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,1991     ,     46.3,     46.8,     43.1,     37.4,     34.2,     26.4,     26.5,         ,     37.0,     39.9,     39.9,     40.3,         ,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,1992     ,     43.1,     44.6,     41.4,     33.0,     27.0,     22.7,     26.0,     28.5,         ,     36.6,     40.2,     42.6,         ,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,1993     ,     43.8,     40.9,     40.5,     38.9,     27.8,         ,     24.2,     29.1,     31.2,     37.2,     42.5,     43.0,         ,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,1994     ,     45.3,     43.0,     39.6,     35.6,     32.3,     25.5,     27.0,     31.1,     35.5,     37.9,     41.0,     43.1,     45.3,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,1995     ,     44.3,     39.0,     34.0,     31.0,     28.0,     28.0,     25.6,     33.4,     33.5,     39.6,     40.3,     45.1,     45.1,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,1996     ,     43.5,     42.2,     43.0,     34.3,     30.9,     24.3,     25.5,     29.5,     33.1,     38.0,     42.5,     42.5,     43.5,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,1997     ,     42.3,     42.0,     40.5,     33.9,     28.2,     24.5,     25.5,     26.0,     33.5,     36.8,     41.0,     44.8,     44.8,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,1998     ,     45.2,     45.4,     40.5,     35.5,     33.2,     29.6,     20.6,     31.4,     37.1,     40.0,         ,         ,         ,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,1999     ,         ,         ,         ,         ,         ,     26.0,     26.5,     29.0,     35.3,     36.5,     40.0,     41.0,         ,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,2000     ,     42.5,     41.5,     37.4,     34.0,     28.0,     25.5,     25.7,     26.5,     35.6,     38.2,     42.0,     43.0,     43.0,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,2001     ,     43.1,     41.5,     37.9,     35.2,     30.5,     26.6,     28.5,     31.0,     35.0,     33.5,     40.5,     41.9,     43.1,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,2002     ,     43.0,     39.5,     38.5,     36.5,     34.5,     27.2,     29.0,     30.5,     34.0,     41.0,     42.0,     44.5,     44.5,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,2003     ,     44.0,     43.0,     40.1,     34.0,     30.7,     27.0,     27.0,     28.2,     36.5,     38.5,     40.0,     43.5,     44.0,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,2004     ,     45.0,     46.0,     39.0,     34.0,     32.0,     27.4,     24.5,     27.0,     35.5,     42.9,     42.0,     42.5,     46.0,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,2005     ,     44.5,     45.0,     41.0,     37.5,     33.0,     28.0,     25.0,     27.0,     34.5,     38.0,     43.0,     43.0,     45.0,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,2006     ,     44.0,     39.0,     38.5,     32.0,     29.0,     25.5,     26.0,     32.5,     35.5,     38.0,     43.0,     42.5,     44.0,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,2007     ,     43.0,     46.0,     41.0,     36.5,     31.5,     25.5,     27.0,     32.2,     35.0,     38.0,     41.8,     43.0,     46.0,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,2008     ,     45.9,     41.0,     42.0,     35.5,     34.0,     29.0,     29.0,     26.7,     35.5,     40.0,     38.5,     42.0,     45.9,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,2009     ,     44.6,     45.0,     40.0,     35.4,     29.6,     25.5,     27.7,     31.0,     32.0,     40.0,     40.5,     42.5,     45.0,QC,#
dx, 13012,Highest monthly temperature in degrees C                                                                                                                                                                ,2010     ,     44.0,     43.9,     39.4,     38.3,     33.1,     28.2,     25.2,     31.0,     36.2,     38.5,     43.1,     45.4,     45.4,QC,#
