Monthly data for requested period 1800 to 2014 - annual values have been calculated using the functions:average [mean daily maximum temperature in degrees C, mean daily minimum temperature in degrees C]highest [highest monthly temperature in degrees C]lowest [lowest monthly temperature in degrees C]#
dx,Station Number,Element description,Year(s),January,February,March,April,May,June,July,August,September,October,November,December,Annual,Quality control field,#
dx, 97016,Highest monthly temperature in degrees C                                                                                                                                                                ,1962     ,     36.1,     25.6,     25.6,     24.1,     17.3,     15.3,     14.6,     15.1,     19.1,     21.2,     29.5,     29.4,     36.1,QC,#
dx, 97016,Highest monthly temperature in degrees C                                                                                                                                                                ,1963     ,     30.8,     25.6,     26.7,     22.2,     19.7,     15.6,     13.6,     17.8,     22.2,     26.7,     27.9,     29.6,     30.8,QC,#
dx, 97016,Highest monthly temperature in degrees C                                                                                                                                                                ,1964     ,     27.9,     29.6,     23.9,     21.1,     17.8,     14.4,     15.6,     18.9,     17.3,     23.9,     25.6,     26.7,     29.6,QC,#
dx, 97016,Highest monthly temperature in degrees C                                                                                                                                                                ,1965     ,     32.2,     30.1,     32.4,     20.0,     19.4,     17.8,     13.1,     16.1,         ,         ,         ,     32.8,         ,QC,#
dx, 97016,Highest monthly temperature in degrees C                                                                                                                                                                ,1966     ,     29.4,     27.2,     35.0,         ,     19.4,     14.4,     15.0,     18.3,     22.8,     24.4,     32.8,         ,         ,QC,#
dx, 97016,Highest monthly temperature in degrees C                                                                                                                                                                ,1967     ,     27.2,     35.6,     30.0,     25.6,     22.2,     16.7,     14.8,     16.6,     17.8,     23.3,     25.8,     29.4,     35.6,QC,#
dx, 97016,Highest monthly temperature in degrees C                                                                                                                                                                ,1968     ,     32.2,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,QC,#
dx, 97016,Lowest monthly temperature in degrees C                                                                                                                                                                 ,1962     ,      1.7,      1.1,      1.3,     -0.8,     -1.1,      2.4,     -4.4,     -2.8,      0.0,     -1.1,      2.8,      1.1,     -4.4,QC,#
dx, 97016,Lowest monthly temperature in degrees C                                                                                                                                                                 ,1963     ,      2.8,      0.2,      0.6,     -2.6,     -2.2,     -3.9,     -4.4,     -5.0,     -3.3,      1.7,      0.0,      0.1,     -5.0,QC,#
dx, 97016,Lowest monthly temperature in degrees C                                                                                                                                                                 ,1964     ,      3.3,      1.7,      0.2,      1.1,     -1.1,     -3.9,     -1.1,      0.1,     -1.1,     -0.9,     -0.5,      1.2,     -3.9,QC,#
dx, 97016,Lowest monthly temperature in degrees C                                                                                                                                                                 ,1965     ,      1.1,      1.1,      3.3,     -2.2,     -1.9,     -1.7,     -6.1,     -2.2,         ,     -5.6,         ,      0.0,         ,QC,#
dx, 97016,Lowest monthly temperature in degrees C                                                                                                                                                                 ,1966     ,      1.7,      2.2,     -0.6,      3.3,     -2.2,     -2.2,     -4.4,     -5.6,     -2.2,     -2.2,     -1.7,      0.0,     -5.6,QC,#
dx, 97016,Lowest monthly temperature in degrees C                                                                                                                                                                 ,1967     ,      1.1,      1.1,     -1.1,      0.6,     -3.9,     -3.0,     -4.4,     -4.0,     -3.9,     -2.2,         ,      1.1,         ,QC,#
dx, 97016,Mean daily maximum temperature in degrees C                                                                                                                                                             ,1908     ,         ,         ,         ,         ,         ,     10.1,     10.3,     11.3,     11.8,     15.1,     18.4,     17.4,         ,QC,#
