Monthly data for requested period 1800 to 2014 - annual values have been calculated using the functions:average [mean daily maximum temperature in degrees C, mean daily minimum temperature in degrees C]highest [highest monthly temperature in degrees C]lowest [lowest monthly temperature in degrees C]#
dx,Station Number,Element description,Year(s),January,February,March,April,May,June,July,August,September,October,November,December,Annual,Quality control field,#
dx, 40584,Highest monthly temperature in degrees C                                                                                                                                                                ,1994     ,         ,         ,     29.7,     29.2,     28.4,     23.7,     22.4,     26.2,     31.6,     33.5,     35.5,     37.8,         ,QC,#
dx, 40584,Highest monthly temperature in degrees C                                                                                                                                                                ,1995     ,     35.0,     36.4,     33.8,     30.0,     27.4,     24.5,     26.2,     30.4,     29.4,     31.4,     38.6,     33.1,     38.6,QC,#
dx, 40584,Highest monthly temperature in degrees C                                                                                                                                                                ,1996     ,     36.8,     34.9,     33.1,     31.5,     26.4,     24.4,     23.1,     28.2,     30.9,     32.3,     39.9,     34.7,     39.9,QC,#
dx, 40584,Highest monthly temperature in degrees C                                                                                                                                                                ,1997     ,     30.0,     36.1,     31.5,     31.5,     25.6,     24.2,     23.7,     26.6,     32.0,     33.9,     34.2,     35.2,     36.1,QC,#
dx, 40584,Highest monthly temperature in degrees C                                                                                                                                                                ,1998     ,     36.7,     35.0,     35.0,     31.0,     26.4,     25.9,     27.3,     25.4,     27.8,     32.0,     31.7,     33.8,     36.7,QC,#
dx, 40584,Highest monthly temperature in degrees C                                                                                                                                                                ,1999     ,     32.6,     34.8,     32.2,     27.3,     26.0,     22.6,     22.7,     24.5,         ,         ,     30.0,     31.5,         ,QC,#
dx, 40584,Highest monthly temperature in degrees C                                                                                                                                                                ,2000     ,     39.0,     30.8,     30.4,     30.0,     26.4,     25.2,     24.9,     27.2,         ,         ,     34.3,     36.2,         ,QC,#
dx, 40584,Highest monthly temperature in degrees C                                                                                                                                                                ,2001     ,     32.5,     30.9,     32.8,     28.0,     25.7,     25.0,     24.2,     25.6,     27.1,     35.9,     31.9,     39.7,     39.7,QC,#
dx, 40584,Highest monthly temperature in degrees C                                                                                                                                                                ,2002     ,     40.9,     36.2,     36.5,         ,     27.1,     25.9,     25.0,         ,     32.7,     34.0,     36.6,     35.8,         ,QC,#
dx, 40584,Highest monthly temperature in degrees C                                                                                                                                                                ,2003     ,     35.1,     32.3,     31.1,     28.3,     30.0,     25.9,     22.9,     28.9,     35.6,     32.2,     30.4,     36.1,     36.1,QC,#
dx, 40584,Highest monthly temperature in degrees C                                                                                                                                                                ,2004     ,     35.7,     40.6,     33.4,     30.5,         ,         ,     27.2,     29.2,     31.0,     36.1,     35.8,     36.5,         ,QC,#
dx, 40584,Highest monthly temperature in degrees C                                                                                                                                                                ,2005     ,     35.3,     34.0,     34.2,     30.0,     28.6,     27.0,     24.3,     25.1,         ,     38.3,         ,     36.1,         ,QC,#
dx, 40584,Highest monthly temperature in degrees C                                                                                                                                                                ,2006     ,     37.9,         ,     31.9,     34.5,     26.8,     23.3,     25.1,     29.3,     28.8,     33.5,     35.7,     33.2,         ,QC,#
dx, 40584,Highest monthly temperature in degrees C                                                                                                                                                                ,2007     ,     36.0,     30.1,     35.0,     29.7,     32.2,     24.5,     25.8,     27.7,     32.1,     33.3,     31.9,     29.9,     36.0,QC,#
dx, 40584,Highest monthly temperature in degrees C                                                                                                                                                                ,2008     ,     30.3,     38.1,     30.8,     28.2,     26.2,     25.0,     24.2,         ,     31.3,     32.4,     33.7,     35.5,         ,QC,#
dx, 40584,Highest monthly temperature in degrees C                                                                                                                                                                ,2009     ,     34.7,         ,     33.5,     28.8,     25.1,     22.5,     24.6,     34.5,     32.6,     34.2,     38.8,         ,         ,QC,#
dx, 40584,Highest monthly temperature in degrees C                                                                                                                                                                ,2010     ,         ,     33.7,     32.1,     32.3,     26.5,     23.0,     23.5,     27.3,     28.0,     29.7,     28.2,         ,         ,QC,#
dx, 40584,Lowest monthly temperature in degrees C                                                                                                                                                                 ,1994     ,         ,         ,     13.8,      9.5,      8.3,      6.0,      5.0,      5.2,      7.0,     10.0,     14.0,     15.0,         ,QC,#
dx, 40584,Lowest monthly temperature in degrees C                                                                                                                                                                 ,1995     ,     17.0,     17.7,     15.7,     12.4,      9.5,      6.6,      5.0,      4.7,      7.0,     11.8,     14.9,     15.3,      4.7,QC,#
dx, 40584,Lowest monthly temperature in degrees C                                                                                                                                                                 ,1996     ,     18.3,     15.5,     16.8,     10.0,     10.4,      8.0,      5.8,      5.7,      7.8,     11.3,     13.3,     15.6,      5.7,QC,#
dx, 40584,Lowest monthly temperature in degrees C                                                                                                                                                                 ,1997     ,     15.5,     16.8,     17.0,     14.6,     11.4,      7.2,      8.7,      5.5,     10.7,     12.0,     15.1,     18.6,      5.5,QC,#
dx, 40584,Lowest monthly temperature in degrees C                                                                                                                                                                 ,1998     ,     18.0,     18.2,     16.6,     11.7,      9.7,      5.1,      6.3,      5.8,     10.0,     10.8,     13.2,     15.2,      5.1,QC,#
dx, 40584,Lowest monthly temperature in degrees C                                                                                                                                                                 ,1999     ,     18.8,     18.8,     17.7,     11.2,     12.0,      6.3,      6.9,      8.6,         ,         ,     12.4,     14.8,         ,QC,#
dx, 40584,Lowest monthly temperature in degrees C                                                                                                                                                                 ,2000     ,         ,     17.0,     17.9,     15.4,      5.9,      6.8,      3.9,      7.4,      9.0,         ,     13.8,     16.0,         ,QC,#
dx, 40584,Lowest monthly temperature in degrees C                                                                                                                                                                 ,2001     ,     16.9,     17.2,     16.1,     12.7,      7.9,      5.2,      5.0,      6.8,     10.0,     11.6,     12.5,     16.6,      5.0,QC,#
dx, 40584,Lowest monthly temperature in degrees C                                                                                                                                                                 ,2002     ,     17.0,     18.0,     17.2,         ,      7.9,      6.5,      5.0,         ,      9.9,     11.7,     13.1,         ,         ,QC,#
dx, 40584,Lowest monthly temperature in degrees C                                                                                                                                                                 ,2003     ,     11.8,     16.3,     14.9,     11.4,      9.0,      7.2,      4.4,      5.3,      8.8,      8.1,     11.9,     15.2,      4.4,QC,#
dx, 40584,Lowest monthly temperature in degrees C                                                                                                                                                                 ,2004     ,     11.8,     16.9,     16.9,     15.0,      7.3,      6.2,      5.9,      6.5,      9.4,     12.8,         ,     12.3,         ,QC,#
dx, 40584,Lowest monthly temperature in degrees C                                                                                                                                                                 ,2005     ,         ,     16.2,     14.3,     14.8,     10.2,      7.3,      8.9,      8.2,      9.5,     10.4,         ,     16.9,         ,QC,#
dx, 40584,Lowest monthly temperature in degrees C                                                                                                                                                                 ,2006     ,     18.8,         ,     16.6,     13.0,      8.5,      6.7,      8.8,      7.9,     11.2,     12.2,      9.9,     15.2,         ,QC,#
dx, 40584,Lowest monthly temperature in degrees C                                                                                                                                                                 ,2007     ,     17.1,     17.8,     15.9,     12.7,     11.2,      6.4,      2.8,      6.3,     10.2,     12.2,     13.5,     17.3,      2.8,QC,#
dx, 40584,Lowest monthly temperature in degrees C                                                                                                                                                                 ,2008     ,     17.8,     18.2,     14.3,     10.2,      9.4,      8.5,      6.2,         ,     10.5,     10.2,     16.1,     16.2,         ,QC,#
dx, 40584,Lowest monthly temperature in degrees C                                                                                                                                                                 ,2009     ,     17.0,         ,     16.8,     11.9,     10.6,      5.3,      6.3,      8.4,      8.4,     11.6,         ,         ,         ,QC,#
dx, 40584,Lowest monthly temperature in degrees C                                                                                                                                                                 ,2010     ,         ,     19.8,     17.7,     14.5,         ,      7.0,      8.1,      7.1,     11.8,      9.4,     14.2,         ,         ,QC,#
dx, 40584,Mean daily maximum temperature in degrees C                                                                                                                                                             ,1994     ,         ,         ,     25.9,     24.4,     23.3,     21.1,     20.7,     21.4,     25.1,     25.8,     28.7,     28.6,         ,QC,#
dx, 40584,Mean daily maximum temperature in degrees C                                                                                                                                                             ,1995     ,     28.7,     27.7,     28.7,     25.6,     22.7,     20.6,     20.9,     22.4,     24.5,     25.5,     29.4,     28.2,     25.4,QC,#
dx, 40584,Mean daily maximum temperature in degrees C                                                                                                                                                             ,1996     ,     29.1,     28.7,     26.9,     26.5,     22.6,     21.4,     20.2,     21.7,     25.7,     25.3,     29.3,     27.9,     25.4,QC,#
dx, 40584,Mean daily maximum temperature in degrees C                                                                                                                                                             ,1997     ,     26.6,     29.5,     27.8,     26.8,     22.9,     21.0,     19.9,     21.6,     24.4,     25.5,     27.7,     30.3,     25.3,QC,#
dx, 40584,Mean daily maximum temperature in degrees C                                                                                                                                                             ,1998     ,     28.8,     30.2,     30.1,     26.2,     24.3,     21.5,     21.1,     21.6,     23.3,     26.7,     26.1,     28.0,     25.7,QC,#
dx, 40584,Mean daily maximum temperature in degrees C                                                                                                                                                             ,1999     ,     28.6,     27.8,     27.3,     24.3,     22.8,     19.7,     20.0,     20.4,         ,         ,     24.9,     25.3,         ,QC,#
