Monthly data for requested period 1800 to 2014 - annual values have been calculated using the functions:average [mean daily maximum temperature in degrees C, mean daily minimum temperature in degrees C]highest [highest monthly temperature in degrees C]lowest [lowest monthly temperature in degrees C]#
dx,Station Number,Element description,Year(s),January,February,March,April,May,June,July,August,September,October,November,December,Annual,Quality control field,#
dx,  5016,Highest monthly temperature in degrees C                                                                                                                                                                ,1957     ,     42.2,     43.3,     43.9,     38.9,     34.2,     28.3,     27.6,     30.2,     33.6,     41.5,     43.8,     40.6,     43.9,QC,#
dx,  5016,Highest monthly temperature in degrees C                                                                                                                                                                ,1958     ,     46.7,     46.7,     38.9,     42.8,     36.7,     28.8,     27.7,     31.0,     31.3,     37.2,     40.8,     40.6,     46.7,QC,#
dx,  5016,Highest monthly temperature in degrees C                                                                                                                                                                ,1959     ,     44.4,     48.3,     45.0,     38.3,     33.6,     29.4,     32.2,     32.5,     37.8,     37.2,     43.3,     39.4,     48.3,QC,#
dx,  5016,Highest monthly temperature in degrees C                                                                                                                                                                ,1960     ,     45.7,     39.6,     38.9,     36.1,     31.7,     28.9,     27.6,     31.4,     32.2,     40.0,     41.1,     40.2,     45.7,QC,#
dx,  5016,Highest monthly temperature in degrees C                                                                                                                                                                ,1961     ,     45.1,     39.4,     41.2,     33.9,     31.6,     31.9,     27.4,     29.4,     36.3,     40.7,     40.3,     42.3,     45.1,QC,#
dx,  5016,Highest monthly temperature in degrees C                                                                                                                                                                ,1962     ,     45.9,     41.7,     41.2,     37.4,     31.7,     30.1,     27.4,     32.6,     35.2,     36.1,     38.8,     45.3,     45.9,QC,#
dx,  5016,Highest monthly temperature in degrees C                                                                                                                                                                ,1963     ,     46.2,         ,         ,         ,         ,         ,         ,     30.6,     36.9,     38.4,     40.5,     42.1,         ,QC,#
dx,  5016,Highest monthly temperature in degrees C                                                                                                                                                                ,1964     ,     43.1,     41.2,     43.9,     35.2,     34.0,     27.9,     28.7,     30.6,     36.6,     38.9,     42.3,     42.1,     43.9,QC,#
dx,  5016,Highest monthly temperature in degrees C                                                                                                                                                                ,1965     ,     42.6,     45.8,     42.6,     38.8,     32.3,     29.8,     26.4,         ,         ,         ,     38.4,     38.7,         ,QC,#
dx,  5016,Highest monthly temperature in degrees C                                                                                                                                                                ,1966     ,     46.4,     41.8,     44.3,     39.3,     31.9,     27.9,     27.8,     28.8,     32.2,     37.1,     38.4,     42.0,     46.4,QC,#
