Monthly data for requested period 1800 to 2014 - annual values have been calculated using the functions:average [mean daily maximum temperature in degrees C, mean daily minimum temperature in degrees C]highest [highest monthly temperature in degrees C]lowest [lowest monthly temperature in degrees C]#
dx,Station Number,Element description,Year(s),January,February,March,April,May,June,July,August,September,October,November,December,Annual,Quality control field,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1928     ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,     38.9,     38.3,         ,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1929     ,     43.6,     33.2,     34.7,     31.1,     26.9,     22.8,     21.8,     27.8,     27.5,     32.8,     33.9,     40.8,     43.6,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1930     ,     38.4,     41.4,     33.9,     30.3,     23.6,     21.4,     21.1,     26.1,     30.0,     32.8,     36.9,     40.0,     41.4,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1931     ,     40.8,     38.6,     32.5,     25.6,     26.4,     26.8,     23.3,     27.2,     32.8,     34.4,     35.6,     37.7,     40.8,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1932     ,     42.1,     41.7,     35.1,     28.9,     22.8,     22.5,     20.3,     27.2,     25.4,     31.7,     36.1,     39.3,     42.1,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1933     ,     42.7,     41.7,     38.3,     31.7,     24.7,     20.6,     25.0,     22.9,     28.4,     36.8,     32.2,     32.7,     42.7,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1934     ,     41.3,     34.2,     37.8,     31.2,     25.1,     19.4,     23.1,     25.6,     29.2,     32.2,     32.5,     38.3,     41.3,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1935     ,     38.9,     36.1,     35.0,     30.0,     25.8,     22.8,     20.6,     26.1,     28.1,     35.8,     37.2,     38.3,     38.9,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1936     ,     40.6,     33.9,     30.6,     33.6,     27.2,     21.1,     19.9,     27.5,     31.7,     36.7,     38.6,     37.2,     40.6,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1937     ,     38.9,     36.4,     37.2,     28.3,     29.7,     19.4,     21.7,     26.2,     32.7,     32.1,     34.4,     40.6,     40.6,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1938     ,     40.0,     33.8,     41.9,     31.7,     25.3,     21.7,         ,     26.7,     29.4,     33.9,     36.1,         ,         ,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1939     ,     47.8,     39.4,     31.7,     27.2,     25.0,     20.3,     19.9,     27.8,     30.0,     33.3,     34.3,     41.1,     47.8,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1940     ,     42.8,     43.3,     39.4,     33.3,         ,         ,         ,         ,         ,         ,         ,         ,         ,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1943     ,     37.4,     41.2,     39.0,     32.8,     28.2,     19.9,     21.4,     21.1,     24.9,     29.1,     31.1,     36.6,     41.2,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1944     ,     41.8,     38.9,     32.7,     33.2,     27.4,     20.9,     23.2,     24.6,     27.7,     37.0,     40.4,     42.7,     42.7,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1945     ,     43.7,     35.7,     32.1,     27.5,     25.6,     21.2,     19.9,     26.2,     28.7,     34.4,     39.6,     41.1,     43.7,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1946     ,     41.7,     41.8,     29.6,     28.0,     25.6,         ,         ,         ,         ,         ,         ,         ,         ,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1953     ,         ,         ,         ,         ,     26.7,     22.0,     24.1,     32.8,     32.1,     31.6,     39.1,     42.2,         ,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1954     ,     31.8,     35.6,     35.3,     32.1,     22.5,     22.3,     21.8,     30.9,     28.2,     31.2,     36.7,     37.3,     37.3,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1955     ,     40.9,     34.4,     32.9,     33.5,     25.0,     23.1,     20.7,     26.3,     30.2,     30.7,     35.6,     36.1,     40.9,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1956     ,     41.1,     31.9,     33.0,     31.3,     22.8,     22.2,     22.8,     23.4,     26.1,     28.3,     35.6,     40.3,     41.1,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1957     ,     39.8,     33.7,     35.9,     32.8,     29.8,     24.6,     18.7,     23.7,         ,     35.9,     40.6,     43.3,         ,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1958     ,         ,     38.9,     35.0,     31.6,     30.0,     26.6,     24.8,     26.6,     25.2,     38.1,     37.7,     35.7,         ,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1959     ,     37.0,     36.7,     34.3,     29.7,     25.5,     21.0,     20.4,     28.8,     27.3,     30.1,     36.9,     35.7,     37.0,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1960     ,     41.3,     36.2,     35.4,     31.9,     23.3,     19.8,     25.4,     25.4,     29.3,     33.4,     36.3,     34.4,     41.3,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1961     ,     41.6,     40.6,     35.3,     30.7,     23.8,     22.0,     20.4,     21.0,     31.1,     34.4,     35.1,     35.5,     41.6,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1962     ,     33.2,     37.6,     30.5,     28.3,     23.3,     23.9,     21.7,     28.4,     28.4,     31.6,     38.1,     34.2,     38.1,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1963     ,     34.3,     36.8,     32.7,     28.9,     26.1,     21.4,     22.9,     22.2,     28.3,     31.5,     32.8,     38.7,     38.7,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1964     ,     43.9,     36.6,     37.2,     30.5,     25.9,     21.7,     21.9,     25.6,     27.8,     33.7,     39.4,     37.2,     43.9,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1965     ,     37.1,     39.2,     40.1,     33.1,     28.8,     22.6,     19.9,     27.2,     35.2,     35.9,     38.4,     42.9,     42.9,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1966     ,     41.4,     36.1,     39.1,     33.4,     23.8,     21.6,     22.2,     22.7,     24.3,     30.9,     38.4,     35.2,     41.4,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1967     ,     40.6,     35.4,     32.2,     28.4,     27.4,     20.2,     21.8,     21.7,     32.5,     36.6,     39.4,     38.9,     40.6,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1968     ,     39.9,     41.8,     35.1,     32.3,     26.4,     20.7,     20.1,     25.2,     28.9,     37.4,     41.1,     36.2,     41.8,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1969     ,     40.0,     40.6,     35.7,     32.8,     24.7,     21.2,     22.4,     26.6,     27.1,     32.4,     33.3,     39.3,     40.6,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1970     ,     37.1,     36.3,     33.5,     29.6,     24.5,     23.7,     23.8,     26.4,     26.8,     35.8,     32.3,     36.6,     37.1,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1971     ,     39.6,     32.7,     34.8,     28.9,     23.4,     20.1,     20.1,     23.3,     29.3,     35.2,     32.2,     37.1,     39.6,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1972     ,     33.5,     33.4,     32.4,     28.9,     24.6,     22.2,     22.6,     28.4,     31.3,     31.0,     32.2,     41.4,     41.4,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1973     ,     39.8,     39.9,     35.4,     29.6,     28.1,     25.1,     22.1,     27.6,     33.2,     33.5,     37.2,     35.8,     39.9,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1974     ,     34.6,     33.2,     32.8,     29.0,     26.5,     23.7,     22.4,     22.2,     26.9,     30.0,     38.3,     36.7,     38.3,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1975     ,     41.1,     40.0,     34.2,     30.5,     26.3,     24.2,     25.8,     24.8,     29.1,     29.7,     37.0,     40.3,     41.1,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1976     ,     34.2,     33.8,     31.9,     29.9,     27.2,     25.3,     22.6,     26.3,     25.1,     27.1,     33.0,     40.5,     40.5,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1977     ,     42.5,     43.7,     34.3,     32.4,     25.4,     22.4,     22.8,     29.6,     27.3,     36.1,     37.0,     41.7,     43.7,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1978     ,     40.5,     39.1,     35.6,     29.2,     25.4,     19.5,     24.7,     23.6,     28.6,     31.6,     37.1,     34.5,     40.5,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1979     ,     44.1,     43.6,     33.8,     32.0,     27.8,     22.0,     22.8,     24.3,     30.0,     33.8,     37.2,     42.3,     44.1,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1980     ,     41.2,     43.4,     38.6,     34.5,     27.1,     22.0,     20.0,     27.8,     35.9,     37.1,     42.0,     39.6,     43.4,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1981     ,     39.1,     39.2,     36.5,     30.9,     24.5,     21.1,     22.6,     23.2,     32.6,     35.1,     31.4,     41.4,     41.4,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1982     ,     41.6,     38.7,     35.0,     29.3,     26.4,     20.7,     19.0,     30.0,     32.3,     36.1,     43.6,     38.6,     43.6,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1983     ,     42.5,     41.2,     40.5,     27.6,     24.4,     20.2,     21.7,     22.9,     33.0,     35.3,     34.8,     38.0,     42.5,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1984     ,     37.0,     36.7,     33.0,     29.0,     25.7,     24.5,     20.4,     22.1,     25.0,     34.0,     36.3,     40.6,     40.6,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1985     ,     39.7,     41.3,     39.2,     29.8,     27.1,     20.1,     23.7,     22.8,     28.5,     32.2,     29.9,     38.0,     41.3,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1986     ,     38.6,     40.2,     37.3,     38.2,     24.0,     22.3,     24.5,     25.6,     30.6,     32.9,     34.2,     37.0,     40.2,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1987     ,     40.9,     41.5,     31.7,     29.5,     25.6,     23.3,     22.1,     25.3,     32.0,     31.7,     35.5,     39.4,     41.5,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1988     ,     37.8,     35.6,     36.3,     26.6,     26.4,     23.1,     22.0,     27.1,     29.3,     40.4,     39.4,     34.6,     40.4,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1989     ,     35.0,     36.5,     34.7,     27.1,     25.5,     21.8,     22.7,     23.0,     31.6,     32.6,     34.4,     39.5,     39.5,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1990     ,     43.1,     32.6,     32.7,     28.9,     27.9,     19.9,     27.6,     24.4,     29.0,     36.8,     36.8,     43.6,     43.6,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1991     ,     41.0,     41.6,     35.0,     31.2,     27.3,     25.1,     22.1,     25.0,     29.6,     36.3,     37.6,     35.8,     41.6,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1992     ,     41.0,     35.2,     31.5,     27.8,     23.6,     21.0,     24.9,     26.5,     27.9,     31.0,     33.6,     31.7,     41.0,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1993     ,     38.4,     41.0,     30.1,     32.8,     26.2,     21.6,     21.4,     25.8,     29.9,     34.6,     36.8,     41.0,     41.0,QC,#
dx, 67033,Highest monthly temperature in degrees C                                                                                                                                                                ,1994     ,     41.6,     38.6,     29.9,     30.0,     29.5,     23.5,     23.1,     27.4,     30.6,     36.5,         ,         ,         ,QC,#
dx, 67033,Lowest monthly temperature in degrees C                                                                                                                                                                 ,1928     ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,      3.6,     10.8,         ,QC,#
dx, 67033,Lowest monthly temperature in degrees C                                                                                                                                                                 ,1929     ,     13.9,      9.6,     11.7,      3.9,     -0.6,     -5.3,     -5.0,     -1.7,      1.1,      5.6,      6.4,      8.4,     -5.3,QC,#
dx, 67033,Lowest monthly temperature in degrees C                                                                                                                                                                 ,1930     ,      8.9,     11.9,      7.8,      1.7,      0.0,     -0.6,     -0.6,     -1.9,     -1.1,      6.3,      7.8,     10.8,     -1.9,QC,#
dx, 67033,Lowest monthly temperature in degrees C                                                                                                                                                                 ,1931     ,     11.1,      6.9,      8.3,      4.7,     -0.6,     -2.7,     -3.7,     -2.2,      1.0,      1.7,      5.3,      8.3,     -3.7,QC,#
dx, 67033,Lowest monthly temperature in degrees C                                                                                                                                                                 ,1932     ,      9.7,      8.6,      6.9,      3.8,      1.1,     -6.7,     -2.8,     -1.9,      0.6,      3.6,      6.4,      7.5,     -6.7,QC,#
dx, 67033,Lowest monthly temperature in degrees C                                                                                                                                                                 ,1933     ,     12.2,      6.4,      3.9,      5.0,      1.7,     -3.3,     -1.4,     -2.8,      0.1,      5.6,      8.1,      5.0,     -3.3,QC,#
dx, 67033,Lowest monthly temperature in degrees C                                                                                                                                                                 ,1934     ,      9.3,     12.5,      8.3,      1.1,      2.5,     -1.7,     -3.3,     -1.8,      2.2,      4.2,      6.1,      8.3,     -3.3,QC,#
