Monthly data for requested period 1800 to 2014 - annual values have been calculated using the functions:average [mean daily maximum temperature in degrees C, mean daily minimum temperature in degrees C]highest [highest monthly temperature in degrees C]lowest [lowest monthly temperature in degrees C]#
dx,Station Number,Element description,Year(s),January,February,March,April,May,June,July,August,September,October,November,December,Annual,Quality control field,#
dx, 75079,Highest monthly temperature in degrees C                                                                                                                                                                ,1965     ,     42.5,     42.2,     40.6,     29.2,     27.8,     20.0,     20.1,     23.9,     35.0,     37.1,     35.8,         ,         ,QC,#
dx, 75079,Highest monthly temperature in degrees C                                                                                                                                                                ,1966     ,         ,     37.6,     38.1,     31.2,     25.0,     20.1,     20.3,     20.0,     25.8,     30.1,     40.4,     39.4,         ,QC,#
dx, 75079,Highest monthly temperature in degrees C                                                                                                                                                                ,1967     ,     40.6,     39.7,     33.3,         ,     27.2,         ,     19.4,     21.3,     31.2,     35.3,     38.2,         ,         ,QC,#
dx, 75079,Highest monthly temperature in degrees C                                                                                                                                                                ,1968     ,     44.4,     44.7,     36.7,     33.3,     21.2,     18.3,     17.8,     22.3,     25.6,         ,         ,     38.1,         ,QC,#
dx, 75079,Highest monthly temperature in degrees C                                                                                                                                                                ,1969     ,     42.2,     40.0,         ,         ,     23.9,     18.1,     20.0,     26.6,     24.6,     33.9,     34.0,         ,         ,QC,#
dx, 75079,Highest monthly temperature in degrees C                                                                                                                                                                ,1970     ,     35.3,     40.8,         ,         ,     24.4,         ,     20.4,     25.4,     23.6,     33.1,     37.0,     40.6,         ,QC,#
dx, 75079,Highest monthly temperature in degrees C                                                                                                                                                                ,1971     ,     40.7,     34.9,     33.9,     32.8,     24.5,     20.3,     19.4,     21.8,     28.5,     31.1,     32.2,     37.5,     40.7,QC,#
dx, 75079,Highest monthly temperature in degrees C                                                                                                                                                                ,1972     ,     36.9,     36.1,     35.4,     30.4,     28.0,     23.2,     20.3,     26.1,     30.4,     31.9,     36.0,     43.3,     43.3,QC,#
dx, 75079,Highest monthly temperature in degrees C                                                                                                                                                                ,1973     ,     44.6,     39.4,     38.0,     31.3,     26.7,     21.5,     19.1,     24.4,     31.8,     31.0,     37.6,     36.5,     44.6,QC,#
dx, 75079,Highest monthly temperature in degrees C                                                                                                                                                                ,1974     ,     35.5,     34.5,     35.6,     26.5,     25.8,     20.4,     18.6,     19.5,     24.1,     29.5,     34.5,     38.1,     38.1,QC,#
