Monthly data for requested period 1800 to 2014 - annual values have been calculated using the functions:average [mean daily maximum temperature in degrees C, mean daily minimum temperature in degrees C]highest [highest monthly temperature in degrees C]lowest [lowest monthly temperature in degrees C]#
dx,Station Number,Element description,Year(s),January,February,March,April,May,June,July,August,September,October,November,December,Annual,Quality control field,#
dx, 95011,Highest monthly temperature in degrees C                                                                                                                                                                ,1965     ,     34.4,     31.1,     30.6,     18.9,     18.3,     16.7,     12.8,     18.9,     20.0,     25.6,     29.4,     33.9,     34.4,QC,#
dx, 95011,Highest monthly temperature in degrees C                                                                                                                                                                ,1966     ,     32.2,     27.8,     35.6,     24.4,     18.3,     13.3,     15.0,     16.1,     22.2,     25.6,     35.0,     27.2,     35.6,QC,#
dx, 95011,Highest monthly temperature in degrees C                                                                                                                                                                ,1967     ,     30.6,     36.7,     31.1,     23.9,     22.2,     15.7,     15.3,     14.0,     19.4,     26.4,     26.7,     30.0,     36.7,QC,#
dx, 95011,Highest monthly temperature in degrees C                                                                                                                                                                ,1968     ,     33.5,     32.2,     33.3,     23.3,     19.4,     15.6,     13.6,     15.0,     18.9,     24.4,     22.2,     27.2,     33.5,QC,#
dx, 95011,Highest monthly temperature in degrees C                                                                                                                                                                ,1969     ,     33.3,     32.8,     31.7,     21.7,     19.4,     14.4,     13.9,     19.4,     17.8,     26.1,     29.4,     26.1,     33.3,QC,#
dx, 95011,Highest monthly temperature in degrees C                                                                                                                                                                ,1970     ,     30.8,     30.6,     30.6,     26.7,     18.3,     15.0,     13.9,     13.9,     15.3,     21.7,     26.7,     32.2,     32.2,QC,#
dx, 95011,Highest monthly temperature in degrees C                                                                                                                                                                ,1971     ,         ,         ,     30.0,     25.3,     15.4,     14.3,     13.3,     14.4,     16.8,     22.2,     23.7,     28.2,         ,QC,#
dx, 95011,Highest monthly temperature in degrees C                                                                                                                                                                ,1972     ,     28.8,     31.5,     30.0,     24.6,     21.1,     14.9,     14.4,     16.0,     23.2,     27.6,     26.2,     31.7,     31.7,QC,#
dx, 95011,Highest monthly temperature in degrees C                                                                                                                                                                ,1973     ,     36.6,     29.8,     25.0,     26.3,     18.7,     17.7,     15.5,     16.2,     25.4,     24.5,     23.4,     32.0,     36.6,QC,#
dx, 95011,Highest monthly temperature in degrees C                                                                                                                                                                ,1974     ,     34.5,         ,     29.3,     19.6,     19.5,     15.8,     11.7,     15.2,     17.8,     22.0,     26.3,     29.0,         ,QC,#
dx, 95011,Highest monthly temperature in degrees C                                                                                                                                                                ,1975     ,     31.3,     35.7,     26.9,     23.1,     16.2,     14.7,     18.7,     13.2,     23.2,     23.7,     27.1,     31.3,     35.7,QC,#
dx, 95011,Highest monthly temperature in degrees C                                                                                                                                                                ,1976     ,     37.0,     28.4,     29.5,     26.2,     19.7,     12.6,     15.9,     14.7,     20.3,     19.9,     30.7,     34.0,     37.0,QC,#
dx, 95011,Highest monthly temperature in degrees C                                                                                                                                                                ,1977     ,     30.2,     36.8,     27.7,     24.0,     17.8,     13.5,     12.8,     22.1,     21.0,     28.6,     33.7,     27.8,     36.8,QC,#
dx, 95011,Highest monthly temperature in degrees C                                                                                                                                                                ,1978     ,     28.1,     28.0,     31.1,     26.0,     18.5,     13.7,     13.4,     14.5,     19.2,     24.5,     31.7,     28.1,     31.7,QC,#
dx, 95011,Highest monthly temperature in degrees C                                                                                                                                                                ,1979     ,     32.7,     30.2,     24.5,         ,     17.5,         ,         ,         ,         ,     22.8,     28.0,     33.3,         ,QC,#
dx, 95011,Highest monthly temperature in degrees C                                                                                                                                                                ,1980     ,     28.0,     34.0,     25.7,     27.2,         ,         ,         ,         ,         ,     26.3,     30.6,     35.0,         ,QC,#
dx, 95011,Highest monthly temperature in degrees C                                                                                                                                                                ,1981     ,     35.5,     36.8,     27.6,     25.8,         ,         ,         ,         ,         ,     29.5,     26.0,     27.8,         ,QC,#
dx, 95011,Highest monthly temperature in degrees C                                                                                                                                                                ,1982     ,     36.0,     37.5,     29.5,     23.7,         ,         ,         ,     18.6,         ,     25.8,     31.7,     30.1,         ,QC,#
dx, 95011,Highest monthly temperature in degrees C                                                                                                                                                                ,1983     ,     30.3,     36.0,     31.0,         ,         ,         ,         ,         ,         ,         ,     26.0,     33.4,         ,QC,#
dx, 95011,Highest monthly temperature in degrees C                                                                                                                                                                ,1984     ,     30.8,     29.2,     28.6,         ,         ,         ,         ,         ,         ,         ,     28.7,     27.0,         ,QC,#
dx, 95011,Highest monthly temperature in degrees C                                                                                                                                                                ,1985     ,     31.4,     30.2,     32.9,         ,         ,         ,         ,         ,     21.2,     22.3,     32.0,     25.2,         ,QC,#
dx, 95011,Highest monthly temperature in degrees C                                                                                                                                                                ,1986     ,     30.7,     30.2,     29.0,     24.0,         ,         ,         ,         ,         ,         ,     31.2,     29.2,         ,QC,#
dx, 95011,Highest monthly temperature in degrees C                                                                                                                                                                ,1987     ,     27.6,     33.8,     27.2,     26.1,         ,         ,         ,         ,         ,     33.0,     31.4,     29.1,         ,QC,#
dx, 95011,Highest monthly temperature in degrees C                                                                                                                                                                ,1988     ,     36.3,     28.1,     31.0,     23.0,         ,         ,         ,         ,         ,         ,     31.7,     33.4,         ,QC,#
dx, 95011,Highest monthly temperature in degrees C                                                                                                                                                                ,1989     ,     34.4,     33.0,     35.3,         ,         ,         ,         ,         ,         ,     22.2,     30.2,     32.6,         ,QC,#
