Monthly data for requested period 1800 to 2014 - annual values have been calculated using the functions:average [mean daily maximum temperature in degrees C, mean daily minimum temperature in degrees C]highest [highest monthly temperature in degrees C]lowest [lowest monthly temperature in degrees C]#
dx,Station Number,Element description,Year(s),January,February,March,April,May,June,July,August,September,October,November,December,Annual,Quality control field,#
dx, 94010,Highest monthly temperature in degrees C                                                                                                                                                                ,1957     ,     32.2,     30.0,     26.7,     21.1,     18.3,     20.0,     14.4,     16.7,     19.4,     26.1,     21.7,     25.0,     32.2,QC,#
dx, 94010,Highest monthly temperature in degrees C                                                                                                                                                                ,1958     ,     23.9,     29.4,     26.7,     26.7,     20.0,     19.4,     13.9,     15.0,     17.2,     21.1,     28.3,     27.8,     29.4,QC,#
dx, 94010,Highest monthly temperature in degrees C                                                                                                                                                                ,1959     ,     32.8,     25.6,     25.6,     25.6,     17.8,     16.7,     15.6,     16.7,     21.7,     22.2,     25.6,     25.6,     32.8,QC,#
dx, 94010,Highest monthly temperature in degrees C                                                                                                                                                                ,1960     ,     36.1,     30.6,     29.4,     24.4,     16.7,     13.3,     15.0,     14.4,     16.9,     21.7,     23.9,     27.8,     36.1,QC,#
dx, 94010,Highest monthly temperature in degrees C                                                                                                                                                                ,1961     ,     29.4,     23.3,     26.7,     22.2,     16.7,     17.2,     14.2,     16.1,     25.6,     23.9,     28.9,     29.7,     29.7,QC,#
dx, 94010,Highest monthly temperature in degrees C                                                                                                                                                                ,1962     ,     34.2,     29.8,     28.9,     25.6,     16.8,     18.3,     15.3,     16.9,     20.0,     19.3,     26.2,     26.7,     34.2,QC,#
dx, 94010,Highest monthly temperature in degrees C                                                                                                                                                                ,1963     ,     31.1,     25.7,     26.1,     20.6,     16.7,     15.1,     13.9,     15.6,     23.3,     27.3,     28.4,     27.8,     31.1,QC,#
dx, 94010,Highest monthly temperature in degrees C                                                                                                                                                                ,1964     ,     26.1,     27.8,     23.6,     18.9,     18.9,     15.6,     16.3,     17.2,     20.0,     23.9,     25.6,     23.3,     27.8,QC,#
dx, 94010,Highest monthly temperature in degrees C                                                                                                                                                                ,1965     ,     26.7,     27.8,     30.0,     17.8,     20.0,     17.2,     14.4,     17.8,     20.0,     25.1,     23.3,     33.9,     33.9,QC,#
