Monthly data for requested period 1800 to 2014 - annual values have been calculated using the functions:average [mean daily maximum temperature in degrees C, mean daily minimum temperature in degrees C]highest [highest monthly temperature in degrees C]lowest [lowest monthly temperature in degrees C]#
dx,Station Number,Element description,Year(s),January,February,March,April,May,June,July,August,September,October,November,December,Annual,Quality control field,#
dx, 10592,Highest monthly temperature in degrees C                                                                                                                                                                ,1956     ,         ,         ,         ,     29.4,     25.6,     18.3,     18.3,     20.0,     27.2,     27.2,     35.0,     36.1,         ,QC,#
dx, 10592,Highest monthly temperature in degrees C                                                                                                                                                                ,1957     ,     40.6,     37.8,     38.3,     35.0,     28.3,     21.7,     18.3,     22.8,     27.2,     33.7,     37.9,     41.1,     41.1,QC,#
dx, 10592,Highest monthly temperature in degrees C                                                                                                                                                                ,1958     ,     42.2,     36.1,     38.3,     35.6,     28.9,     20.0,     15.6,     21.7,     20.6,     32.2,     37.8,     37.8,     42.2,QC,#
dx, 10592,Highest monthly temperature in degrees C                                                                                                                                                                ,1959     ,     40.2,     40.0,     39.4,     35.6,     30.0,     21.1,     21.4,     23.9,     26.1,     27.8,     38.9,     36.7,     40.2,QC,#
dx, 10592,Highest monthly temperature in degrees C                                                                                                                                                                ,1960     ,     38.3,     36.1,     35.0,     26.7,     24.4,     21.7,     18.3,     22.2,     26.1,     35.0,     36.1,     39.4,     39.4,QC,#
dx, 10592,Highest monthly temperature in degrees C                                                                                                                                                                ,1961     ,     44.4,     37.2,     40.0,     29.6,     27.2,     20.0,     19.6,     21.1,     31.7,     37.2,     38.8,     42.2,     44.4,QC,#
dx, 10592,Highest monthly temperature in degrees C                                                                                                                                                                ,1962     ,     39.4,     41.7,     37.8,     33.9,     28.9,     20.8,     21.7,     25.6,     26.8,     32.8,     39.9,     40.1,     41.7,QC,#
dx, 10592,Highest monthly temperature in degrees C                                                                                                                                                                ,1963     ,     42.2,     41.3,     37.9,     30.3,     25.6,     18.3,     17.4,     20.0,     27.2,     32.1,     35.1,     38.9,     42.2,QC,#
dx, 10592,Highest monthly temperature in degrees C                                                                                                                                                                ,1964     ,     40.9,     38.6,     40.4,     27.2,     28.2,     20.2,     17.6,     21.1,     22.2,     33.8,     32.9,     38.9,     40.9,QC,#
dx, 10592,Highest monthly temperature in degrees C                                                                                                                                                                ,1965     ,     42.2,     40.8,     38.1,     35.1,     23.3,     23.4,     18.4,     23.3,     24.6,     31.7,     30.6,     38.9,     42.2,QC,#
dx, 10592,Highest monthly temperature in degrees C                                                                                                                                                                ,1966     ,     40.6,     39.6,     39.4,     31.7,     27.1,     20.0,     19.9,     21.7,     27.3,     32.2,     39.9,     37.2,     40.6,QC,#
dx, 10592,Highest monthly temperature in degrees C                                                                                                                                                                ,1967     ,         ,         ,     33.0,     30.6,     29.4,     22.4,     17.8,     23.3,         ,     34.4,     36.1,         ,         ,QC,#
dx, 10592,Highest monthly temperature in degrees C                                                                                                                                                                ,1968     ,         ,         ,         ,         ,     22.8,         ,     17.8,     18.8,     26.1,     32.8,     34.4,         ,         ,QC,#
dx, 10592,Highest monthly temperature in degrees C                                                                                                                                                                ,1969     ,         ,     42.1,     36.8,         ,     28.3,     22.8,     22.9,     21.9,     26.7,     34.3,     39.3,     38.3,         ,QC,#
