Monthly data for requested period 1800 to 2014 - annual values have been calculated using the functions:average [mean daily maximum temperature in degrees C, mean daily minimum temperature in degrees C]highest [highest monthly temperature in degrees C]lowest [lowest monthly temperature in degrees C]#
dx,Station Number,Element description,Year(s),January,February,March,April,May,June,July,August,September,October,November,December,Annual,Quality control field,#
dx, 42023,Highest monthly temperature in degrees C                                                                                                                                                                ,1957     ,     38.9,     38.3,     34.7,         ,     30.3,         ,     22.2,     27.2,     32.8,     37.2,     39.4,         ,         ,QC,#
dx, 42023,Highest monthly temperature in degrees C                                                                                                                                                                ,1958     ,     40.9,     36.1,     36.1,     30.0,     31.1,     27.8,     27.8,     25.6,     29.4,     40.0,     38.3,     37.2,     40.9,QC,#
dx, 42023,Highest monthly temperature in degrees C                                                                                                                                                                ,1960     ,     39.4,     41.2,     35.0,     32.2,     26.7,     25.0,     23.9,     26.7,     33.9,     35.0,     35.6,     35.0,     41.2,QC,#
dx, 42023,Highest monthly temperature in degrees C                                                                                                                                                                ,1961     ,     37.8,     38.9,     32.8,     33.9,     26.1,     22.2,     25.0,     25.0,     31.1,     34.4,     33.3,     36.1,     38.9,QC,#
dx, 42023,Highest monthly temperature in degrees C                                                                                                                                                                ,1962     ,     33.9,     37.2,     34.4,     28.3,     26.7,     31.1,     22.8,     30.0,     29.4,     36.4,     37.9,     38.4,     38.4,QC,#
dx, 42023,Highest monthly temperature in degrees C                                                                                                                                                                ,1963     ,     36.0,     36.9,     34.4,     31.0,     27.4,     25.6,     27.3,     26.7,     32.3,     31.7,     35.2,     38.6,     38.6,QC,#
dx, 42023,Highest monthly temperature in degrees C                                                                                                                                                                ,1964     ,     42.1,     38.3,     35.2,     35.8,     31.0,     23.7,     26.1,     26.9,     33.3,     30.0,     35.6,     37.8,     42.1,QC,#
dx, 42023,Highest monthly temperature in degrees C                                                                                                                                                                ,1965     ,     39.9,     39.3,     37.0,     33.3,     27.8,     24.1,     22.8,     27.3,     32.2,     37.8,     41.9,     37.3,     41.9,QC,#
dx, 42023,Highest monthly temperature in degrees C                                                                                                                                                                ,1966     ,     37.3,     39.4,     35.8,     34.4,     26.7,     23.9,     24.4,     24.1,     28.9,     31.7,     35.2,     38.2,     39.4,QC,#
dx, 42023,Highest monthly temperature in degrees C                                                                                                                                                                ,1967     ,     41.6,         ,     32.2,     29.6,     26.1,     22.9,     22.2,     25.4,     30.6,     38.6,     38.3,     39.0,         ,QC,#
